0144528|Nutty Professor II: The Klumps|2000|PG-13|2000-07-28|106|Comedy, Romance, Sci-Fi|Peter Segal|Jerry Lewis, Steve Oedekerk, Barry W. Blaustein|Eddie Murphy, Janet Jackson, Larry Miller|Scientist Sherman Klump's inventions, his upcoming marriage to his pretty colleague Denise Gaines and his reputation are threatened by his evil clone Buddy Love.|English|United States|2 wins & 15 nominations|38|4.4|50100|2006-01-17|123309890|https://en.wikipedia.org/wiki/Nutty_Professor_II:_The_Klumps|
0144964|Highlander: Endgame|2000|R|2000-09-01|87|Action, Adventure, Fantasy|Douglas Aarniokoski|Gregory Widen, Eric Bernt, Gillian Horvath|Christopher Lambert, Adrian Paul, Bruce Payne|Immortals Connor and Duncan MacLeod must join forces against Kell, an evil immortal who has become too strong for anyone to face alone.|English, French, Gaelic|United Kingdom, United States, Luxembourg|1 nomination|21|4.6|20058|2001-02-20|12811858|https://en.wikipedia.org/wiki/Highlander:_Endgame|
0145487|Spider-Man|2002|PG-13|2002-05-03|121|Action, Adventure, Sci-Fi|Sam Raimi|Stan Lee, Steve Ditko, David Koepp|Tobey Maguire, Kirsten Dunst, Willem Dafoe|When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.|English|United States|Nominated for 2 Oscars. 16 wins & 63 nominations total|73|7.3|733711|2002-11-01|407022860|https://en.wikipedia.org/wiki/Spider-Man_(2002_film)|
0146309|Thirteen Days|2000|PG-13|2001-01-12|145|Drama, History, Thriller|Roger Donaldson|David Self, Ernest R. May, Philip D. Zelikow|Kevin Costner, Bruce Greenwood, Shawn Driscoll|In October 1962, the Kennedy administration struggles to contain the Cuban Missile Crisis.|English, Russian, Spanish, Romanian|United States|3 wins & 8 nominations|67|7.3|57343|2017-02-28|34592089|https://en.wikipedia.org/wiki/Thirteen_Days_(film)|
0146316|Lara Croft: Tomb Raider|2001|PG-13|2001-06-15|100|Action, Adventure, Fantasy|Simon West|Sara B. Cooper, Mike Werb, Michael Colleary|Angelina Jolie, Jon Voight, Iain Glen|Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts.|English, Central Khmer, Russian, Italian|United States, United Kingdom, Japan, Germany|4 wins & 21 nominations|33|5.8|204867|2001-11-13|131168070|https://en.wikipedia.org/wiki/Lara_Croft:_Tomb_Raider|
0146882|High Fidelity|2000|R|2000-03-31|113|Comedy, Drama, Music|Stephen Frears|Nick Hornby, D.V. DeVincentis, Steve Pink|John Cusack, Iben Hjejle, Todd Louiso|Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.|English, Danish|United Kingdom, United States|3 wins & 22 nominations total|79|7.5|174602|2003-04-08|27287137|https://en.wikipedia.org/wiki/High_Fidelity_(film)|
0146984|The Legend of Bagger Vance|2000|PG-13|2000-11-03|126|Drama, Fantasy, Sport|Robert Redford|Steven Pressfield, Jeremy Leven|Will Smith, Matt Damon, Charlize Theron|A down-and-out golfer attempts to recover his game and his life with help from a mystical caddy.|English|United States|2 wins & 11 nominations|47|6.7|55675|2005-06-07|30919168|https://en.wikipedia.org/wiki/The_Legend_of_Bagger_Vance|
0149367|Where the Money Is|2000|PG-13|2000-04-14|89|Drama, Comedy, Crime|Marek Kanievska|E. Max Frye, Topper Lilien, Carroll Cartwright|Paul Newman, Linda Fiorentino, Dermot Mulroney|Old bank robber Henry, paralyzed from a stroke, is moved from a prison hospital to a retirement home, where Carol is a nurse. She doesn't believe he's paralyzed and sees him as a way out of her boring life.|English|Germany, United States, United Kingdom, Canada|NULL|49|6.3|6006|2020-01-15|5661798|https://en.wikipedia.org/wiki/Where_the_Money_Is|
0149624|All the Pretty Horses|2000|PG-13|2000-12-25|116|Drama, Romance, Western|Billy Bob Thornton|Cormac McCarthy, Ted Tally|Matt Damon, Penélope Cruz, Henry Thomas|Two Texas cowboys head to Mexico in search of work, but soon find themselves in trouble with the law after one of them falls in love with a wealthy rancher's daughter.|English, Spanish|United States|2 wins & 14 nominations|55|5.8|14733|2002-09-03|15540353|https://en.wikipedia.org/wiki/All_the_Pretty_Horses_(film)|
0156323|Screwed|2000|PG-13|2000-05-12|81|Comedy, Crime|Scott Alexander, Larry Karaszewski|Scott Alexander, Larry Karaszewski|Norm MacDonald, Dave Chappelle, Elaine Stritch|A chauffeur kidnaps his rich boss's dog to hold it for ransom, but when she accidentally gets the dog back, she thinks that it's the chauffeur who's been kidnapped.|English|United States|NULL|7|5.8|8990|2006-05-23|7027345|https://en.wikipedia.org/wiki/Screwed_(2000_film)|
0156757|Mad About Mambo|2000|PG-13|2000-07-14|92|Comedy, Drama, Romance|John Forte|John Forte|William Ash, Maclean Stewart, Tim Loane|A Catholic high school student, trying to perfect his soccer timing by practicing dance, falls in love with his dance partner.|English|Ireland, United Kingdom|NULL|41|6.0|2005|2014-05-27|65283|https://en.wikipedia.org/wiki/Mad_About_Mambo|
0156812|My Dog Skip|2000|PG|2000-03-03|95|Comedy, Drama, Family|Jay Russell|Willie Morris, Gail Gilchriest|Frankie Muniz, Kevin Bacon, Diane Lane|A shy boy grows up in 1940s Mississippi with the help of his beloved dog, Skip.|English, German|United States|7 wins & 4 nominations|61|7.0|20020|2004-11-02|34134641|https://en.wikipedia.org/wiki/My_Dog_Skip_(film)|
0156841|The Next Best Thing|2000|PG-13|2000-03-03|108|Comedy, Drama, Romance|John Schlesinger|Tom Ropelewski|Madonna, Rupert Everett, Benjamin Bratt|Abbie, tired of failed relationships, has a one-night-stand with her gay friend; they agree to raise the resulting baby together.|English, French|United States|3 wins & 10 nominations|25|4.7|11157|2013-08-01|14990582|https://en.wikipedia.org/wiki/The_Next_Best_Thing|
0157472|Clockstoppers|2002|PG|2002-03-29|94|Action, Adventure, Comedy|Jonathan Frakes|Rob Hedden, Andy Hedden, J. David Stem|Jesse Bradford, French Stewart, Paula Garcés|A teenager accidentally activates a machine that enables him to speed up his body so that other people seem to be standing still.|English|United States|NULL|40|5.2|13990|2013-09-24|36989956|https://en.wikipedia.org/wiki/Clockstoppers|
0157583|Enigma|2001|R|2002-06-07|119|Drama, Mystery, Romance|Michael Apted|Robert Harris, Tom Stoppard|Dougray Scott, Kate Winslet, Saffron Burrows|A young genius frantically races against time to crack an enemy code and solve the mystery surrounding the woman he loves.|English, German|United Kingdom, United States, Germany, Netherlands|3 wins & 6 nominations|64|6.4|20735|2003-09-16|4301582|https://en.wikipedia.org/wiki/Enigma_(2001_film)|
0158033|Nora|2000|R|2000-04-21|106|Biography, Drama|Pat Murphy|Brenda Maddox, Pat Murphy, Gerard Stembridge|Ewan McGregor, Susan Lynch, Andrew Scott|Dublin, 1904, James Joyce chats up Nora Barnacle, a hotel maid recently come from Galway. She enchants him with her frank, uninhibited manner, and before long, he's convinced her to come with him to Trieste.|English, Italian|Ireland, United Kingdom, Italy, Germany|3 wins & 7 nominations|70|6.0|1718|2005-10-04|15120|https://en.wikipedia.org/wiki/Nora_(2000_film)|
0158622|The Flintstones in Viva Rock Vegas|2000|PG|2000-04-28|90|Comedy, Family, Romance|Brian Levant|William Hanna, Joseph Barbera, Deborah Kaplan|Mark Addy, Stephen Baldwin, Kristen Johnston|In this live-action prequel to The Flintstones (1994), the Flintstones and the Rubbles go on a trip to Rock Vegas, where Wilma Slaghoople is pursued by playboy Chip Rockefeller.|English|United States|1 win & 11 nominations|27|3.7|23017|2007-06-05|35268275|https://en.wikipedia.org/wiki/The_Flintstones_in_Viva_Rock_Vegas|
0159273|Behind Enemy Lines|2001|PG-13|2001-11-30|106|Action, Drama, Thriller|John Moore|Jim Thomas, John Thomas, David Veloz|Gene Hackman, Owen Wilson, Gabriel Macht|A disillusioned pilot shot down over war-torn Bosnia is ensnared in the conflict in war-torn Bosnia. In the crosshairs of the enemy and an assassin, the spoiled pilot runs for his life as his commanding officer risks all to save him.|English, Serbo-Croatian, Spanish, Czech|United States|1 win & 2 nominations|49|6.4|102630|2002-04-23|58856790|https://en.wikipedia.org/wiki/Behind_Enemy_Lines_(2001_film)|
0159365|Cold Mountain|2003|R|2003-12-25|154|Adventure, Drama, History|Anthony Minghella|Charles Frazier, Anthony Minghella|Jude Law, Nicole Kidman, Renée Zellweger|In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart.|English|United States, Italy, Romania, United Kingdom|Won 1 Oscar. 20 wins & 101 nominations total|73|7.2|144559|2004-06-29|95636509|https://en.wikipedia.org/wiki/Cold_Mountain_(film)|
0160009|The Art of War|2000|R|2000-08-25|117|Action, Adventure, Crime|Christian Duguay|Wayne Beach, Simon Barry|Wesley Snipes, Anne Archer, Maury Chaykin|UN's secretary general uses covert operations to help diplomacy along. Shaw's called back 6 months after one such operation. He witnesses the murder of Chinese UN ambassador at UN, NYC, chases the assassin and ends up a suspect.|English|United States, Canada|11 nominations|30|5.7|29539|2000-12-26|30208599|https://en.wikipedia.org/wiki/The_Art_of_War_(film)|
0160127|Charlie's Angels|2000|PG-13|2000-11-03|98|Action, Adventure, Comedy|McG|Ryan Rowe, Ed Solomon, John August|Cameron Diaz, Drew Barrymore, Lucy Liu|Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.|English, German, Finnish, Japanese, Cantonese|United States, Germany|15 wins & 33 nominations|52|5.6|182828|2003-05-27|125305545|https://en.wikipedia.org/wiki/Charlie%27s_Angels_(film)|
0160484|Lost Souls|2000|R|2000-10-13|97|Drama, Horror, Thriller|Janusz Kaminski|Pierce Gardner, Betsy Stahl|Winona Ryder, Ben Chaplin, Sarah Wynter|A Catholic teacher meets an atheist journalist, whom a group of Catholics and Priests believes has been chosen by the devil to be the Antichrist.|English|United States|2 nominations|16|4.8|10831|2002-03-05|16815253|https://en.wikipedia.org/wiki/Lost_Souls_(film)|
0160644|Passion of Mind|2000|PG-13|2000-06-02|105|Drama, Mystery, Romance|Alain Berliner|Ronald Bass, David Field|Demi Moore, Eloise Eonnet, Hadrian Dagannaud-Brouard|A psychological romantic thriller where fantasy and reality become indistinguishable for a woman leading a double life in her dreams.|English, French|United States|1 nomination|28|5.5|3385|2016-11-01|769272|https://en.wikipedia.org/wiki/Passion_of_Mind|
0160797|Rules of Engagement|2000|R|2000-04-07|128|Drama, Thriller, War|William Friedkin|Jim Webb, Stephen Gaghan|Tommy Lee Jones, Samuel L. Jackson, Guy Pearce|An attorney defends an officer on trial for ordering his troops to fire on civilians after they stormed a U.S. embassy in a Middle Eastern country.|English, Arabic|United Kingdom, Germany, Canada, United States|1 win & 2 nominations|45|6.4|46465|2000-10-10|61335230|https://en.wikipedia.org/wiki/Rules_of_Engagement_(film)|
